OBJECTID,Name,Class,State Abbreviation,State FIPS,Place FIPS,2020 Total Population,Population Class,People per square mile,Area in square miles,Capital,x,y
889,Golden Glades,Census Designated Place,FL,12,1226375,32499,6,6473.9,5.02,,-80.20119892,25.91269792
890,Goldenrod,Census Designated Place,FL,12,1226475,13431,6,5011.6,2.68,,-81.29906748,28.61499675
891,Gonzalez,Census Designated Place,FL,12,1226700,14586,6,950.2,15.35,,-87.2905944,30.58222098
892,Goulds,Census Designated Place,FL,12,1226950,11446,6,3906.5,2.93,,-80.38810485,25.56141122
893,Greenacres,city,FL,12,1227322,43990,6,7356.2,5.98,,-80.13726795,26.62743459
894,Gulfport,city,FL,12,1228175,11783,6,4208.2,2.8,,-82.71027716,27.75023878
895,Haines City,city,FL,12,1228400,26669,6,1326.8,20.1,,-81.61335422,28.10502215
896,Hallandale Beach,city,FL,12,1228452,41217,6,9431.8,4.37,,-80.14678839,25.98560073
897,Hialeah,city,FL,12,1230000,223109,8,9776.9,22.82,,-80.28316975,25.85292609
898,Hialeah Gardens,city,FL,12,1230025,23068,6,6285.6,3.67,,-80.33714414,25.86882268
899,Highland City,Census Designated Place,FL,12,1230225,12355,6,1579.9,7.82,,-81.87794647,27.96313932
900,Hobe Sound,Census Designated Place,FL,12,1230975,13163,6,1778.8,7.4,,-80.1432456,27.07328734
901,Holiday,Census Designated Place,FL,12,1231075,24939,6,4461.4,5.59,,-82.74295348,28.18645798
902,Holly Hill,city,FL,12,1231350,12958,6,3264,3.97,,-81.0483829,29.24369777
903,Hollywood,city,FL,12,1232000,153067,8,5504,27.81,,-80.18325639,26.01786428
904,Homestead,city,FL,12,1232275,80737,7,5182.1,15.58,,-80.44727429,25.46640421
905,Homosassa Springs,Census Designated Place,FL,12,1232400,14283,6,567.2,25.18,,-82.55610475,28.82116765
906,Horizon West,Census Designated Place,FL,12,1232610,58101,7,1523,38.15,,-81.627379,28.43167879
907,Hudson,Census Designated Place,FL,12,1232825,12944,6,2032,6.37,,-82.690685,28.36205868
908,Hunters Creek,Census Designated Place,FL,12,1232967,24433,6,3455.9,7.07,,-81.4356038,28.36103224
909,Immokalee,Census Designated Place,FL,12,1233250,24557,6,1054.4,23.29,,-81.4081205,26.419796
910,Iona,Census Designated Place,FL,12,1234012,16908,6,2401.7,7.04,,-81.95650209,26.51108641
911,Ives Estates,Census Designated Place,FL,12,1234400,25005,6,9059.8,2.76,,-80.18293102,25.96327189
912,Jacksonville,city,FL,12,1235000,949611,10,1253.6,757.48,,-81.65565438,30.33217274
913,Jacksonville Beach,city,FL,12,1235050,23830,6,3148,7.57,,-81.40307297,30.27857773
914,Jasmine Estates,Census Designated Place,FL,12,1235350,21525,6,5979.2,3.6,,-82.69054,28.29102781
915,Jensen Beach,Census Designated Place,FL,12,1235550,12652,6,1735.5,7.29,,-80.2443912,27.24342939
916,Jupiter,town,FL,12,1235875,61047,7,2788.8,21.89,,-80.12257671,26.91924618
917,Jupiter Farms,Census Designated Place,FL,12,1235890,12572,6,833.1,15.09,,-80.2192125,26.92253138
918,Kendale Lakes,Census Designated Place,FL,12,1236062,55646,7,6463,8.61,,-80.40776631,25.70805928
919,Kendall,Census Designated Place,FL,12,1236100,80241,7,4833.8,16.6,,-80.35554403,25.66966853
920,Kendall West,Census Designated Place,FL,12,1236121,36536,6,12138.2,3.01,,-80.43879844,25.70650234
921,Key Biscayne,village,FL,12,1236300,14809,6,11753.2,1.26,,-80.16460855,25.69128845
922,Key Largo,Census Designated Place,FL,12,1236375,12447,6,910.5,13.67,,-80.37969275,25.16398594
923,Keystone,Census Designated Place,FL,12,1236462,25211,6,644.1,39.14,,-82.62610758,28.15451549
924,Key West,city,FL,12,1236550,26444,6,4489.6,5.89,,-81.79170103,24.55649238
925,Kissimmee,city,FL,12,1236950,79226,7,3568.7,22.2,,-81.42406086,28.30449219
926,Lady Lake,town,FL,12,1237375,15970,6,1861.3,8.58,,-81.92616914,28.93471063
927,Lake Butler,Census Designated Place,FL,12,1237648,18851,6,1064.4,17.71,,-81.57673223,28.49271493
928,Lake City,city,FL,12,1237775,12329,6,1006.4,12.25,,-82.6347235,30.18253301
929,Lakeland,city,FL,12,1238250,112641,8,1498.7,75.16,,-81.95477186,28.05625934
930,Lakeland Highlands,Census Designated Place,FL,12,1238262,12187,6,2160.8,5.64,,-81.93624,27.96383353
931,Lake Magdalene,Census Designated Place,FL,12,1238350,30742,6,2647.9,11.61,,-82.47908941,28.08741441
932,Lake Mary,city,FL,12,1238425,16798,6,1700.2,9.88,,-81.3368455,28.76914232
933,Lakeside,Census Designated Place,FL,12,1238813,31275,6,2325.3,13.45,,-81.77195111,30.13609455
934,Lake Wales,city,FL,12,1238950,16361,6,813.2,20.12,,-81.59217087,27.90172374
935,Lakewood Park,Census Designated Place,FL,12,1239062,12510,6,1815.7,6.89,,-80.41355212,27.55218839
936,Land O' Lakes,Census Designated Place,FL,12,1239200,35929,6,1678.9,21.4,,-82.44758466,28.20751922
937,Lantana,town,FL,12,1239375,11504,6,4854,2.37,,-80.06030093,26.58340172
938,Largo,city,FL,12,1239425,82485,7,4293.9,19.21,,-82.77272745,27.90870268
939,Lauderdale Lakes,city,FL,12,1239525,35954,6,9639.1,3.73,,-80.20172988,26.16826244
940,Lauderhill,city,FL,12,1239550,74482,7,8691,8.57,,-80.22413258,26.16053766
941,Lealman,Census Designated Place,FL,12,1239775,21189,6,5193.4,4.08,,-82.68464585,27.81959728
942,Leesburg,city,FL,12,1239875,27000,6,643.9,41.93,,-81.87679999,28.81480971
943,Lehigh Acres,Census Designated Place,FL,12,1239925,114287,8,1213.1,94.21,,-81.63877755,26.61203823
944,Leisure City,Census Designated Place,FL,12,1239950,26324,6,7905.1,3.33,,-80.43683086,25.49364981
945,Lighthouse Point,city,FL,12,1240450,10486,6,4539.4,2.31,,-80.08925233,26.27850904
946,Lockhart,Census Designated Place,FL,12,1241025,14058,6,3049.5,4.61,,-81.43536897,28.62705642
947,Longwood,city,FL,12,1241250,15087,6,2583.4,5.84,,-81.34789888,28.70140985
948,Lutz,Census Designated Place,FL,12,1241775,23707,6,883.3,26.84,,-82.44616592,28.13961505
949,Lynn Haven,city,FL,12,1241825,18695,6,1778.8,10.51,,-85.64542246,30.23705686
950,Maitland,city,FL,12,1242575,19543,6,3015.9,6.48,,-81.37149902,28.62933677
951,Mango,Census Designated Place,FL,12,1242850,12699,6,2640.1,4.81,,-82.30699612,27.99143179
952,Marco Island,city,FL,12,1243083,15760,6,1285.5,12.26,,-81.72163052,25.95455032
953,Margate,city,FL,12,1243125,58712,7,6487.5,9.05,,-80.21194117,26.24654007
954,Meadow Woods,Census Designated Place,FL,12,1243800,43790,6,3821.1,11.46,,-81.34661894,28.3698846
955,Melbourne,city,FL,12,1243975,84678,7,1896.5,44.65,,-80.60966227,28.07887436
956,Merritt Island,Census Designated Place,FL,12,1244275,34518,6,1979.2,17.44,,-80.699485,28.35829884
957,Miami,city,FL,12,1245000,442241,9,12203.1,36.24,,-80.2209325,25.76086034
958,Miami Beach,city,FL,12,1245025,82890,7,10737,7.72,,-80.1322775,25.78140044
959,Miami Gardens,city,FL,12,1245060,111640,8,5875.8,19,,-80.24254133,25.94326601
960,Miami Lakes,town,FL,12,1245100,30467,6,4680,6.51,,-80.32142174,25.91254171
961,Miami Shores,village,FL,12,1245175,11567,6,4626.8,2.5,,-80.18872836,25.86738488
962,Miami Springs,city,FL,12,1245200,13859,6,4650.7,2.98,,-80.28958441,25.81953316
963,Middleburg,Census Designated Place,FL,12,1245350,12881,6,656.5,19.62,,-81.8659785,30.06650329
964,Midway,Census Designated Place,FL,12,1245465,19567,6,1617.1,12.1,,-87.04346201,30.38956635
965,Miramar,city,FL,12,1245975,134721,8,4334.7,31.08,,-80.30093178,25.98550557
966,Mount Dora,city,FL,12,1247050,16341,6,1780.1,9.18,,-81.6414305,28.80052837
967,Myrtle Grove,Census Designated Place,FL,12,1247550,17224,6,2563.1,6.72,,-87.30276549,30.41576263
968,Naples,city,FL,12,1247625,19115,6,1517.1,12.6,,-81.79672878,26.1638586
969,Navarre,Census Designated Place,FL,12,1248050,40817,6,1760.9,23.18,,-86.88808551,30.41973744
970,New Port Richey,city,FL,12,1248500,16728,6,3636.5,4.6,,-82.71670537,28.24636527
971,New Smyrna Beach,city,FL,12,1248625,30142,6,787,38.3,,-80.92162306,29.02765306
972,Niceville,city,FL,12,1248750,15772,6,1200.3,13.14,,-86.4823706,30.53051688
973,Northdale,Census Designated Place,FL,12,1249260,23033,6,2687.6,8.57,,-82.526304,28.10581226
974,North Fort Myers,Census Designated Place,FL,12,1249350,42719,6,839.8,50.87,,-81.89988391,26.68143622
975,North Lauderdale,city,FL,12,1249425,44794,6,9551,4.69,,-80.22110744,26.21156707
976,North Miami,city,FL,12,1249450,60191,7,6974.6,8.63,,-80.17790155,25.89880605
977,North Miami Beach,city,FL,12,1249475,43676,6,8683.1,5.03,,-80.16435225,25.9215009
978,North Palm Beach,village,FL,12,1249600,13162,6,3804,3.46,,-80.06037,26.81983683
979,North Port,city,FL,12,1249675,74793,7,718.5,104.1,,-82.2051658,27.0756449
980,Oakland Park,city,FL,12,1250575,44229,6,5393.8,8.2,,-80.13657725,26.18318423
981,Oakleaf Plantation,Census Designated Place,FL,12,1250630,31034,6,1870.6,16.59,,-81.83353,30.17267492
982,Oak Ridge,Census Designated Place,FL,12,1250638,25062,6,6719,3.73,,-81.41690175,28.4726692
983,Ocala,city,FL,12,1250750,63591,7,1345.6,47.26,,-82.1569405,29.18677365
984,Ocoee,city,FL,12,1251075,47295,6,2840.5,16.65,,-81.53004644,28.58066724
985,Ojus,Census Designated Place,FL,12,1251125,19673,6,6225.6,3.16,,-80.16600046,25.95355432
986,Oldsmar,city,FL,12,1251350,14898,6,1628.2,9.15,,-82.66978767,28.04178629
987,Olympia Heights,Census Designated Place,FL,12,1251475,12873,6,4206.9,3.06,,-80.33902097,25.72413379
988,Opa-locka,city,FL,12,1251650,16463,6,3674.8,4.48,,-80.25511973,25.89973871
989,Orange City,city,FL,12,1251825,12632,6,1597,7.91,,-81.28875906,28.93382372
990,Orlando,city,FL,12,1253000,307573,9,2587.3,118.88,,-81.37228761,28.537236
991,Ormond Beach,city,FL,12,1253150,43080,6,1224.9,35.17,,-81.05778456,29.28544451
992,Oviedo,city,FL,12,1253575,40059,6,2540.2,15.77,,-81.18689753,28.65761098
993,Pace,Census Designated Place,FL,12,1253725,24684,6,1006.7,24.52,,-87.1667202,30.61875589
994,Palatka,city,FL,12,1253875,10446,6,1070.3,9.76,,-81.64416757,29.64879495
995,Palm Bay,city,FL,12,1254000,119760,8,1381,86.72,,-80.66674607,27.98380487
996,Palm Beach Gardens,city,FL,12,1254075,59182,7,998.5,59.27,,-80.1048414,26.83327696
997,Palm City,Census Designated Place,FL,12,1254175,25883,6,1761.9,14.69,,-80.28755778,27.1702763
998,Palm Coast,city,FL,12,1254200,89258,7,931.4,95.83,,-81.22927965,29.5499017
999,Palmetto,city,FL,12,1254250,13323,6,2458.1,5.42,,-82.57380201,27.52526625
1000,Palmetto Bay,village,FL,12,1254275,24439,6,2909.4,8.4,,-80.33754725,25.60955966
1001,Palmetto Estates,Census Designated Place,FL,12,1254300,13498,6,6107.7,2.21,,-80.36164399,25.62105983
1002,Palm Harbor,Census Designated Place,FL,12,1254350,61366,7,3435.9,17.86,,-82.74790146,28.08303188
1003,Palm River-Clair Mel,Census Designated Place,FL,12,1254387,26142,6,2238.2,11.68,,-82.37937945,27.92385495
1004,Palm Springs,village,FL,12,1254450,26890,6,6312.2,4.26,,-80.09588032,26.63754803
1005,Palm Valley,Census Designated Place,FL,12,1254525,21827,6,1654.8,13.19,,-81.39441522,30.20093139
1006,Panama City,city,FL,12,1254700,32939,6,936.8,35.16,,-85.66862573,30.17987405
1007,Panama City Beach,city,FL,12,1254725,18094,6,926.9,19.52,,-85.83132854,30.19492847
1008,Parkland,city,FL,12,1255125,34670,6,2416,14.35,,-80.22611525,26.31773237
1009,Pembroke Pines,city,FL,12,1255775,171178,8,4924.6,34.76,,-80.28071561,26.01145487
1010,Pensacola,city,FL,12,1255925,54312,7,2386.3,22.76,,-87.20405,30.4329349
1011,Pine Castle,Census Designated Place,FL,12,1256500,11122,6,4134.6,2.69,,-81.37397559,28.46514802
1012,Pinecrest,village,FL,12,1256625,18388,6,2438.7,7.54,,-80.30422707,25.66502082
1013,Pine Hills,Census Designated Place,FL,12,1256825,66111,7,5213.8,12.68,,-81.44651636,28.55449225
1014,Pinellas Park,city,FL,12,1256975,53093,7,3164.1,16.78,,-82.71058,27.84936421
1015,Pinewood,Census Designated Place,FL,12,1257250,17246,6,9124.9,1.89,,-80.21741902,25.86979814
1016,Plantation,city,FL,12,1257425,91750,7,4161,22.05,,-80.26171592,26.1259765
1017,Plant City,city,FL,12,1257550,39764,6,1395.2,28.5,,-82.12021296,28.01445753
1018,Poinciana,Census Designated Place,FL,12,1257900,69309,7,950.2,72.94,,-81.48204519,28.12167618
1019,Pompano Beach,city,FL,12,1258050,112046,8,4592,24.4,,-80.13318901,26.24300191
1020,Port Charlotte,Census Designated Place,FL,12,1258350,60625,7,1991.6,30.44,,-82.09998332,26.98281059
1021,Port Orange,city,FL,12,1258575,62596,7,2310.7,27.09,,-81.01650137,29.11798921
1022,Port St. John,Census Designated Place,FL,12,1258700,23474,6,2518.7,9.32,,-80.7874289,28.47705262
1023,Port St. Lucie,city,FL,12,1258715,204851,8,1699.9,120.51,,-80.43221625,27.25598647
1024,Princeton,Census Designated Place,FL,12,1258975,39308,6,5262.1,7.47,,-80.39716198,25.5396724
1025,Punta Gorda,city,FL,12,1259200,19471,6,1105.7,17.61,,-82.047729,26.91701647
1026,Richmond West,Census Designated Place,FL,12,1260230,35884,6,8384.1,4.28,,-80.42971912,25.61050469
1027,Riverview,Census Designated Place,FL,12,1260950,107396,8,2245.8,47.82,,-82.3265732,27.87124559
1028,Riviera Beach,city,FL,12,1260975,37604,6,4450.2,8.45,,-80.07111352,26.7785407
1029,Rockledge,city,FL,12,1261500,27678,6,2064,13.41,,-80.73456422,28.31898645
1030,Royal Palm Beach,village,FL,12,1262100,38932,6,3327.5,11.7,,-80.22456254,26.70462935
1031,Ruskin,Census Designated Place,FL,12,1262275,28620,6,1512.7,18.92,,-82.42007104,27.70647506
1032,Safety Harbor,city,FL,12,1262425,17072,6,3414.4,5,,-82.693716,27.98235816
1033,St. Augustine,city,FL,12,1262500,14329,6,1474.2,9.72,,-81.32074107,29.91660009
1034,St. Cloud,city,FL,12,1262625,58964,7,2313.2,25.49,,-81.2720465,28.21438641
1035,St. Petersburg,city,FL,12,1263000,258308,9,4026,64.16,,-82.6752235,27.75709457
1036,San Carlos Park,Census Designated Place,FL,12,1263425,18563,6,3735,4.97,,-81.81929103,26.47650478
1037,Sanford,city,FL,12,1263650,61051,7,2246.2,27.18,,-81.27723554,28.78912586
1038,Sarasota,city,FL,12,1264175,54842,7,3698,14.83,,-82.5266313,27.34158443
1039,Sarasota Springs,Census Designated Place,FL,12,1264325,12521,6,4520.2,2.77,,-82.47885194,27.30925144
1040,Satellite Beach,city,FL,12,1264400,11226,6,3844.5,2.92,,-80.59782281,28.17689809
1041,Sebastian,city,FL,12,1264825,25054,6,1571.8,15.94,,-80.47332682,27.81720905
1042,Sebring,city,FL,12,1264875,10729,6,671.4,15.98,,-81.45560174,27.49282029
1043,Seminole,city,FL,12,1264975,19364,6,3639.8,5.32,,-82.807682,27.86568604
1044,Shady Hills,Census Designated Place,FL,12,1265385,11690,6,401.2,29.14,,-82.54679828,28.40432891
1045,South Bradenton,Census Designated Place,FL,12,1267258,26858,6,5838.7,4.6,,-82.58202967,27.46106538
1046,Southchase,Census Designated Place,FL,12,1267270,16276,6,2352,6.92,,-81.3901571,28.37911437
1047,South Daytona,city,FL,12,1267325,12865,6,3439.8,3.74,,-81.01033828,29.16497487
1048,South Miami,city,FL,12,1267550,12026,6,5206.1,2.31,,-80.29532132,25.70604457
1049,South Miami Heights,Census Designated Place,FL,12,1267575,36770,6,7383.5,4.98,,-80.38620485,25.58857106
1050,South Venice,Census Designated Place,FL,12,1268100,15619,6,2573.1,6.07,,-82.4141375,27.03707809
1051,Spring Hill,Census Designated Place,FL,12,1268350,113568,8,1822.9,62.3,,-82.62707635,28.45783866
1052,Stuart,city,FL,12,1268875,17425,6,2437.1,7.15,,-80.249924,27.18823926
1053,Sun City Center,Census Designated Place,FL,12,1269250,30952,6,1864.6,16.6,,-82.35694074,27.71497273
1054,Sunny Isles Beach,city,FL,12,1269555,22342,6,22120.8,1.01,,-80.1230295,25.93978361
1055,Sunrise,city,FL,12,1269700,97335,7,5371.7,18.12,,-80.2965505,26.17177891
1056,Sunset,Census Designated Place,FL,12,1269812,15912,6,4469.7,3.56,,-80.35302623,25.70607184
1057,Sweetwater,city,FL,12,1270345,19363,6,8418.7,2.3,,-80.378508,25.77926191
1058,Tallahassee,city,FL,12,1270600,196169,8,1890.2,103.78,State,-84.2775689,30.43429614
1059,Tamarac,city,FL,12,1270675,71897,7,5951.7,12.08,,-80.264451,26.21173117
1060,Tamiami,Census Designated Place,FL,12,1270700,54212,7,7296.4,7.43,,-80.40148464,25.75560073
1061,Tampa,city,FL,12,1271000,384959,9,3288.8,117.05,,-82.45571245,27.94950616
1062,Tarpon Springs,city,FL,12,1271150,25117,6,2683.4,9.36,,-82.73903175,28.13039816
1063,Tavares,city,FL,12,1271225,19003,6,1379,13.78,,-81.72955901,28.80594929
1064,Temple Terrace,city,FL,12,1271400,26690,6,3493.5,7.64,,-82.37818128,28.04394673
1065,The Acreage,Census Designated Place,FL,12,1271564,41654,6,1215.1,34.28,,-80.28119975,26.77094871
1066,The Crossings,Census Designated Place,FL,12,1271567,23276,6,6465.6,3.6,,-80.40180748,25.67079911
1067,The Hammocks,Census Designated Place,FL,12,1271569,59480,7,7343.2,8.1,,-80.44828328,25.66996774
1068,The Villages,Census Designated Place,FL,12,1271625,79077,7,2329.2,33.95,,-81.98854,28.90463612
1069,Thonotosassa,Census Designated Place,FL,12,1271725,15238,6,537.9,28.33,,-82.29101614,28.04645455
1070,Three Lakes,Census Designated Place,FL,12,1271741,16540,6,4285,3.86,,-80.40007291,25.64149006
1071,Titusville,city,FL,12,1271900,48789,6,1660.6,29.38,,-80.8091469,28.60711671
1072,Town 'n' Country,Census Designated Place,FL,12,1272145,85951,7,3712.8,23.15,,-82.57547303,28.0094304
1073,Trinity,Census Designated Place,FL,12,1272442,11924,6,2620.7,4.55,,-82.65839607,28.18085781
1074,University,Census Designated Place,FL,12,1273163,50893,7,7746.3,6.57,,-82.43329217,28.07706752
1075,University,Census Designated Place,FL,12,1273172,45284,6,4817.4,9.4,,-81.19905072,28.59001827
1076,Upper Grand Lagoon,Census Designated Place,FL,12,1273312,15778,6,1943.1,8.12,,-85.7716545,30.1754672
1077,Valrico,Census Designated Place,FL,12,1273700,37895,6,2664.9,14.22,,-82.23686525,27.92716805
1078,Venice,city,FL,12,1273900,25463,6,1487.3,17.12,,-82.4487048,27.09921397
1079,Vero Beach,city,FL,12,1274150,16354,6,1419.6,11.52,,-80.40869701,27.64676061
1080,Vero Beach South,Census Designated Place,FL,12,1274200,28020,6,2376.6,11.79,,-80.41556588,27.6163481
1081,Viera East,Census Designated Place,FL,12,1274368,11687,6,2256.2,5.18,,-80.71493514,28.26091577
1082,Villas,Census Designated Place,FL,12,1274512,12687,6,2615.9,4.85,,-81.86780378,26.55046718
1083,Warrington,Census Designated Place,FL,12,1275200,15218,6,2186.5,6.96,,-87.29577543,30.38400449
1084,Wekiwa Springs,Census Designated Place,FL,12,1275725,23428,6,2552.1,9.18,,-81.42494986,28.69844182
1085,Wellington,village,FL,12,1275812,61637,7,1357.3,45.41,,-80.27074934,26.64640357
1086,Wesley Chapel,Census Designated Place,FL,12,1275875,64866,7,1472.6,44.05,,-82.32668518,28.24014416
1087,Westchase,Census Designated Place,FL,12,1276062,25952,6,2418.6,10.73,,-82.61100712,28.05967785
1088,Westchester,Census Designated Place,FL,12,1276075,56384,7,6952.4,8.11,,-80.3358459,25.7474028
1089,West Lealman,Census Designated Place,FL,12,1276481,16438,6,5120.9,3.21,,-82.73820156,27.81985526
1090,West Little River,Census Designated Place,FL,12,1276487,34128,6,7323.6,4.66,,-80.23676945,25.857054
1091,West Melbourne,city,FL,12,1276500,25924,6,2387.1,10.86,,-80.66791524,28.07098942
1092,Weston,city,FL,12,1276582,68107,7,2609.5,26.1,,-80.37000398,26.08640997
1093,West Palm Beach,city,FL,12,1276600,117415,8,2069.7,56.73,,-80.05450924,26.71551089
1094,West Park,city,FL,12,1276658,15130,6,6694.7,2.26,,-80.194068,25.991626
1095,West Pensacola,Census Designated Place,FL,12,1276675,21019,6,2903.2,7.24,,-87.26797169,30.42651061
1096,Westwood Lakes,Census Designated Place,FL,12,1277075,11373,6,6283.4,1.81,,-80.37165238,25.72374842
1097,Wilton Manors,city,FL,12,1278000,11426,6,5800,1.97,,-80.13938336,26.15926983
1098,Winter Garden,city,FL,12,1278250,46964,6,2619.3,17.93,,-81.58570919,28.56600087
1099,Winter Haven,city,FL,12,1278275,49219,6,1196.4,41.14,,-81.72691385,28.0207113
1100,Winter Park,city,FL,12,1278300,29795,6,2870.4,10.38,,-81.34362936,28.59859945
1101,Winter Springs,city,FL,12,1278325,38342,6,2557.8,14.99,,-81.27082583,28.68914336
1102,World Golf Village,Census Designated Place,FL,12,1278740,22117,6,806,27.44,,-81.48983283,29.96531899
1103,Wright,Census Designated Place,FL,12,1278800,26277,6,4743.1,5.54,,-86.64201552,30.44457182
1104,Yulee,Census Designated Place,FL,12,1279175,14195,6,612.4,23.18,,-81.60458838,30.63604721
1105,Zephyrhills,city,FL,12,1279225,17194,6,1798.5,9.56,,-82.17978199,28.24001981
1106,Acworth,city,GA,13,1300408,22440,6,2308.6,9.72,,-84.66898266,34.05630024
1107,Albany,city,GA,13,1301052,69647,7,1247.5,55.83,,-84.17625593,31.57756315
1108,Alpharetta,city,GA,13,1301696,65818,7,2413.6,27.27,,-84.2737275,34.06993087
1109,Americus,city,GA,13,1302116,16230,6,1402.8,11.57,,-84.22477553,32.07362319
1110,Athens-Clarke County unified government (balance),unknown,GA,13,1303440,127315,8,1078,118.1,,-83.36893379,33.95082292
1111,Atlanta,city,GA,13,1304000,498715,9,3658.7,136.31,State,-84.39491916,33.74863859
1112,Augusta-Richmond County consolidated government (balance),unknown,GA,13,1304204,202081,8,659.4,306.45,,-81.97956466,33.47534091
1113,Bainbridge,city,GA,13,1304896,14468,6,688.6,21.01,,-84.57215784,30.90454626
