agency_name,state_name,agency_id_nces_assigned_district,county_number,agency_name_district
b'FREMONT PUBLIC SCHOOL DISTRICT',b'Michigan',2615150.0,26123.0,b'Fremont Public School District'
b'FREMONT PUBLIC SCHOOLS',b'Nebraska',3170710.0,31053.0,b'FREMONT PUBLIC SCHOOLS'
b'FREMONT RE-1',b'Colorado',802790.0,8043.0,b'Fremont Re-1'
b'FREMONT RE-1 CANON CITY AU',b'Colorado',800233.0,8043.0,b'Fremont Re-1 Canon City AU'
b'FREMONT RE-2',b'Colorado',803960.0,8043.0,b'Fremont Re-2'
b'FREMONT RE-3',b'Colorado',803120.0,8043.0,b'Fremont Re-3'
b'FREMONT SAU OFFICE',b'New Hampshire',3300045.0,33015.0,b'Fremont SAU Office'
b'FREMONT SCHOOL DISTRICT',b'New Hampshire',3303150.0,33015.0,b'Fremont School District'
b'FREMONT SD 79',b'Illinois',1715930.0,17097.0,b'Fremont SD 79'
b'FREMONT UNIFIED',b'California',614400.0,6001.0,b'Fremont Unified'
b'FREMONT UNION HIGH',b'California',614430.0,6085.0,b'Fremont Union High'
b'FREMONT-MILLS COMM SCHOOL DISTRICT',b'Iowa',1912120.0,19071.0,b'Fremont-Mills Comm School District'
b'FRENCH GULCH-WHISKEYTOWN ELEMENTARY',b'California',614490.0,6089.0,b'French Gulch-Whiskeytown Elementary'
b'FRENCHBORO PUBLIC SCHOOLS',b'Maine',2307590.0,23009.0,b'Frenchboro Public Schools'
b'FRENCHGLEN SD 16',b'Oregon',4105310.0,41025.0,b'Frenchglen SD 16'
b'FRENCHTOWN BOROUGH SCHOOL DISTRICT',b'New Jersey',3405700.0,34019.0,b'Frenchtown Borough School District'
b'FRENCHTOWN K-12 SCHOOLS',b'Montana',3011520.0,30063.0,b'Frenchtown K-12 Schools'
b'FRENSHIP ISD',b'Texas',4819830.0,48303.0,b'FRENSHIP ISD'
b'FRESHWATER EDUCATION DISTRICT',b'Minnesota',2700014.0,27159.0,b'Freshwater Education District'
b'FRESHWATER ELEMENTARY',b'California',614520.0,6023.0,b'Freshwater Elementary'
b'FRESNO COUNTY OFFICE OF EDUCATION',b'California',691007.0,6019.0,b'Fresno County Office of Education'
b'FRESNO ROP',b'California',600098.0,6019.0,b'Fresno ROP'
b'FRESNO UNIFIED',b'California',614550.0,6019.0,b'Fresno Unified'
b'FREWSBURG CENTRAL SCHOOL DISTRICT',b'New York',3611610.0,36013.0,b'FREWSBURG CENTRAL SCHOOL DISTRICT'
b'FRIDLEY PUBLIC SCHOOL DISTRICT',b'Minnesota',2712420.0,27003.0,b'FRIDLEY PUBLIC SCHOOL DISTRICT'
b'FRIEND',b'Oklahoma',4012210.0,40051.0,b'FRIEND'
b'FRIEND PUBLIC SCHOOLS',b'Nebraska',3100096.0,31151.0,b'FRIEND PUBLIC SCHOOLS'
b'FRIENDLY HOUSE INC. (4303)',b'Arizona',400102.0,4013.0,b'Friendly House Inc. (4303)'
b'FRIENDSHIP ACADEMY OF THE ARTS',b'Minnesota',2700190.0,27053.0,b'Friendship Academy of the Arts'
b'FRIENDSHIP ASPIRE ACADEMIES ARKANSAS',b'ARKANSAS',500423.0,5069.0,b'FRIENDSHIP ASPIRE ACADEMY PINE BLUFF'
b'FRIENDSHIP ASPIRE ACADEMY LITTLE ROCK',b'ARKANSAS',500424.0,5119.0,b'FRIENDSHIP ASPIRE ACADEMY LITTLE ROCK'
b'FRIENDSHIP ASPIRE ACADEMY SOUTHEAST PINE BLUFF',b'ARKANSAS',500427.0,5069.0,b'FRIENDSHIP ASPIRE ACADEMY SOUTHEAST PINE BLUFF'
b'FRIENDSHIP CENTRAL SCHOOL DISTRICT',b'New York',3611640.0,36003.0,b'FRIENDSHIP CENTRAL SCHOOL DISTRICT'
b'FRIENDSHIP PCS',b'District of Columbia',1100008.0,11001.0,b'Friendship PCS'
b'FRIENDSWOOD ISD',b'Texas',4819950.0,48167.0,b'FRIENDSWOOD ISD'
b'FRINK-CHAMBERS',b'Oklahoma',4012240.0,40121.0,b'FRINK-CHAMBERS'
b'FRIONA ISD',b'Texas',4819980.0,48369.0,b'FRIONA ISD'
b'FRISCO ISD',b'Texas',4820010.0,48085.0,b'FRISCO ISD'
b'FROID ELEM',b'Montana',3011550.0,30085.0,b'Froid Elem'
b'FROID H S',b'Montana',3011580.0,30085.0,b'Froid H S'
b'FROMBERG K-12',b'Montana',3011650.0,30009.0,b'Fromberg K-12'
b'FRONT RANGE BOCES',b'Colorado',800015.0,8013.0,b'Front Range BOCES'
b'FRONTENAC PUBLIC SCHOOLS',b'Kansas',2006300.0,20037.0,b'Frontenac Public Schools'
b'FRONTIER',b'Oklahoma',4000020.0,40103.0,b'FRONTIER'
b'FRONTIER',b'Massachusetts',2505100.0,25011.0,b'Frontier'
b'FRONTIER CENTRAL SCHOOL DISTRICT',b'New York',3611670.0,36029.0,b'FRONTIER CENTRAL SCHOOL DISTRICT'
b'FRONTIER ELEM',b'Montana',3011670.0,30085.0,b'Frontier Elem'
b'FRONTIER INTERNATIONAL ACADEMY',b'Michigan',2600301.0,26163.0,b'Frontier International Academy'
b'FRONTIER LOCAL',b'Ohio',3905049.0,39167.0,b'Frontier Local'
b'FRONTIER SCHOOL CORPORATION',b'Indiana',1803810.0,18181.0,b'Frontier School Corporation'
b'FRONTIER SCHOOLS',b'Missouri',2900590.0,29095.0,b'FRONTIER SCHOOLS'
b'FROST ISD',b'Texas',4820040.0,48349.0,b'FROST ISD'
b'FRUITLAND DISTRICT',b'Idaho',1601140.0,16075.0,b'FRUITLAND DISTRICT'
b'FRUITPORT COMMUNITY SCHOOLS',b'Michigan',2615390.0,26121.0,b'Fruitport Community Schools'
b'FRUITVALE ELEMENTARY',b'California',614700.0,6029.0,b'Fruitvale Elementary'
b'FRUITVALE ISD',b'Texas',4820070.0,48467.0,b'FRUITVALE ISD'
b'FSU LAB SCH',b'Florida',1202013.0,12073.0,b'FSU LAB SCH'
b'FT DAVIS ISD',b'Texas',4820100.0,48243.0,b'FT DAVIS ISD'
b'FT HANCOCK ISD',b'Texas',4820130.0,48229.0,b'FT HANCOCK ISD'
b'FT LARNED',b'Kansas',2008370.0,20145.0,b'Ft Larned'
b'FT RANSOM 6',b'North Dakota',3800033.0,38073.0,b'FT RANSOM 6'
b'FT SAM HOUSTON ISD',b'Texas',4820160.0,48029.0,b'FT SAM HOUSTON ISD'
b'FT TOTTEN 30',b'North Dakota',3807170.0,38005.0,b'FT TOTTEN 30'
b'FT TOTTEN SPECIAL ED UNIT',b'North Dakota',3880430.0,38005.0,b'FT TOTTEN SPECIAL ED UNIT'
b'FT YATES 4',b'North Dakota',3807200.0,38085.0,b'FT YATES 4'
b'FT YATES SPECIAL ED UNIT',b'North Dakota',3800055.0,38085.0,b'FT YATES SPECIAL ED UNIT'
b'FUENTE NUEVA CHARTER DISTRICT',b'CALIFORNIA',601882.0,6023.0,b'Fuente Nueva Charter District'
b'FULDA PUBLIC SCHOOL DISTRICT',b'Minnesota',2712480.0,27101.0,b'FULDA PUBLIC SCHOOL DISTRICT'
b'FULLERTON ELEMENTARY',b'California',614730.0,6059.0,b'Fullerton Elementary'
b'FULLERTON JOINT UNION HIGH',b'California',614760.0,6059.0,b'Fullerton Joint Union High'
b'FULLERTON PUBLIC SCHOOLS',b'Nebraska',3100091.0,31125.0,b'FULLERTON PUBLIC SCHOOLS'
b'FULTON 58',b'Missouri',2912550.0,29027.0,b'FULTON 58'
b'FULTON CITY SCHOOL DISTRICT',b'New York',3611700.0,36075.0,b'FULTON CITY SCHOOL DISTRICT'
b'FULTON COUNTY',b'Kentucky',2102100.0,21075.0,b'Fulton County'
b'FULTON COUNTY',b'Georgia',1302280.0,13121.0,b'Fulton County'
b'FULTON COUNTY CENTER FOR CAREER AND TECHNOLOGY',b'Pennsylvania',4200007.0,42057.0,b'Fulton County Center for Career and Technology'
b'FULTON INDEPENDENT',b'Kentucky',2102070.0,21075.0,b'Fulton Independent'
b'FULTON SCHOOLS',b'Michigan',2615420.0,26057.0,b'Fulton Schools'
b'FUSION CHARTER DISTRICT',b'CALIFORNIA',601856.0,6099.0,b'Fusion Charter District'
b'FUTURE LEADERS INSTITUTE CHARTER SCHOOL',b'New York',3600139.0,36061.0,b'FUTURE LEADERS INSTITUTE CHARTER SCHOOL'
b'FUTURE PUBLIC SCHOOL INC.',b'IDAHO',1600181.0,16001.0,b'FUTURE PUBLIC SCHOOL INC.'
b'FUTURE SCHOOL OF FORT SMITH',b'ARKANSAS',500418.0,5131.0,b'FUTURE SCHOOL OF FORT SMITH'
b'FUTURES HIGH DISTRICT',b'CALIFORNIA',601775.0,6067.0,b'Futures High District'
b'G W CARVER COLLEGIATE ACADEMY',b'LOUISIANA',2200265.0,22071.0,b'G W Carver High School'
b'GABRIELLA CHARTER 2 DISTRICT',b'CALIFORNIA',601652.0,6037.0,b'Gabriella Charter 2 District'
b'GABRIELLA CHARTER DISTRICT',b'CALIFORNIA',602143.0,6037.0,b'Gabriella Charter District'
b'GACKLE-STREETER 56',b'North Dakota',3800043.0,38047.0,b'GACKLE-STREETER 56'
b'GADSDEN',b'Florida',1200600.0,12039.0,b'GADSDEN'
b'GADSDEN',b'New Mexico',3501080.0,35013.0,b'GADSDEN INDEPENDENT SCHOOLS'
b'GADSDEN CITY',b'Alabama',101620.0,1055.0,b'Gadsden City'
b'GADSDEN ELEMENTARY DISTRICT (4505)',b'Arizona',403240.0,4027.0,b'Gadsden Elementary District (4505)'
b'GAHANNA-JEFFERSON CITY',b'Ohio',3904696.0,39049.0,b'Gahanna-Jefferson City'
b'GAINESVILLE CITY',b'Georgia',1302310.0,13139.0,b'Gainesville City'
b'GAINESVILLE ISD',b'Texas',4820220.0,48097.0,b'GAINESVILLE ISD'
b'GAINESVILLE R-V',b'Missouri',2912600.0,29153.0,b'GAINESVILLE R-V'
b'GALATA ELEM',b'Montana',3011730.0,30101.0,b'Galata Elem'
b'GALATIA CUSD 1',b'Illinois',1716020.0,17165.0,b'Galatia CUSD 1'
b'GALAX CITY PUBLIC SCHOOLS',b'Virginia',5101560.0,51640.0,b'GALAX CITY PBLC SCHS'
b'GALENA',b'Kansas',2006360.0,20021.0,b'Galena'
b'GALENA CITY SCHOOL DISTRICT',b'Alaska',200130.0,2290.0,b'Galena City School District'
b'GALENA PARK ISD',b'Texas',4820250.0,48201.0,b'GALENA PARK ISD'
b'GALENA R-II',b'Missouri',2912630.0,29209.0,b'GALENA R-II'
b'GALENA USD 120',b'Illinois',1716050.0,17085.0,b'Galena USD 120'
b'GALESBURG CUSD 205',b'Illinois',1716080.0,17095.0,b'Galesburg CUSD 205'
b'GALESBURG-AUGUSTA COMMUNITY SCHOOLS',b'Michigan',2615450.0,26077.0,b'Galesburg-Augusta Community Schools'
b'GALESVILLE-ETTRICK-TREMPEALEAU SCHOOL DISTRICT',b'Wisconsin',5504960.0,55121.0,b'Galesville-Ettrick-Trempealeau School District'
b'GALETON AREA SD',b'Pennsylvania',4210530.0,42105.0,b'Galeton Area SD'
b'GALION CITY',b'Ohio',3904402.0,39033.0,b'Galion City'
b'GALLATIN',b'Montana',3000032.0,30031.0,b'Gallatin'
b'GALLATIN COUNTY',b'Kentucky',2102130.0,21077.0,b'Gallatin County'
b'GALLATIN CUSD 7',b'Illinois',1700045.0,17059.0,b'Gallatin CUSD 7'
b'GALLATIN GATEWAY ELEM',b'Montana',3011790.0,30031.0,b'Gallatin Gateway Elem'
b'GALLATIN R-V',b'Missouri',2912660.0,29061.0,b'GALLATIN R-V'
b'GALLATIN/MADISON COOP',b'Montana',3000033.0,30031.0,b'Gallatin/Madison Coop'
b'GALLIA COUNTY LOCAL',b'Ohio',3906568.0,39053.0,b'Gallia County Local'
b'GALLIA-JACKSON-VINTON',b'Ohio',3906206.0,39053.0,b'Gallia-Jackson-Vinton'
b'GALLIA-VINTON ESC',b'Ohio',3900012.0,39053.0,b'Gallia-Vinton ESC'
b'GALLIPOLIS CITY',b'Ohio',3904403.0,39053.0,b'Gallipolis City'
b'GALLOWAY TOWNSHIP PUBLIC SCHOOL DISTRICT',b'New Jersey',3405730.0,34001.0,b'Galloway Township Public School District'
b'GALLUP',b'New Mexico',3501110.0,35031.0,b'GALLUP-MCKINLEY CTY SCHOOLS'
b'GALT JOINT UNION ELEMENTARY',b'California',614790.0,6067.0,b'Galt Joint Union Elementary'
b'GALT JOINT UNION HIGH',b'California',614820.0,6067.0,b'Galt Joint Union High'
b'GALVA CUSD 224',b'Illinois',1716140.0,17073.0,b'Galva CUSD 224'
b'GALVA-HOLSTEIN COMM SCHOOL DISTRICT',b'Iowa',1912230.0,19093.0,b'Galva-Holstein Comm School District'
b'GALVESTON ISD',b'Texas',4820280.0,48167.0,b'GALVESTON ISD'
b'GALWAY CENTRAL SCHOOL DISTRICT',b'New York',3611730.0,36091.0,b'GALWAY CENTRAL SCHOOL DISTRICT'
b'GANADO ISD',b'Texas',4820310.0,48239.0,b'GANADO ISD'
b'GANADO UNIFIED SCHOOL DISTRICT (4157)',b'Arizona',403290.0,4001.0,b'Ganado Unified School District (4157)'
b'GANANDA CENTRAL SCHOOL DISTRICT',b'New York',3611740.0,36117.0,b'GANANDA CENTRAL SCHOOL DISTRICT'
b'GANAS ACADEMY DISTRICT',b'CALIFORNIA',602499.0,6037.0,b'GANAS Academy District'
b'GANS',b'Oklahoma',4012390.0,40135.0,b'GANS'
b'GAR LLC DBA STUDENT CHOICE HIGH SCHOOL (78997)',b'Arizona',400273.0,4013.0,b'GAR LLC dba Student Choice High School (78997)'
b'GARAWAY LOCAL',b'Ohio',3905027.0,39157.0,b'Garaway Local'
b'GARBER',b'Oklahoma',4012420.0,40047.0,b'GARBER'
b'GARDEN CITY',b'Kansas',2006390.0,20055.0,b'Garden City'
b'GARDEN CITY PUBLIC SCHOOLS',b'Michigan',2615540.0,26163.0,b'Garden City Public Schools'
b'GARDEN CITY UNION FREE SCHOOL DISTRICT',b'New York',3611760.0,36059.0,b'GARDEN CITY UNION FREE SCHOOL DISTRICT'
b'GARDEN COUNTY SCHOOLS',b'Nebraska',3170800.0,31069.0,b'GARDEN COUNTY SCHOOLS'
b'GARDEN GROVE UNIFIED',b'California',614880.0,6059.0,b'Garden Grove Unified'
b'GARDEN VALLEY DISTRICT',b'Idaho',1601170.0,16015.0,b'GARDEN VALLEY DISTRICT'
b'GARDINER ELEM',b'Montana',3011820.0,30067.0,b'Gardiner Elem'
b'GARDINER H S',b'Montana',3011850.0,30067.0,b'Gardiner H S'
b'GARDNER',b'Massachusetts',2505130.0,25027.0,b'Gardner'
b'GARDNER CCSD 72C',b'Illinois',1716230.0,17063.0,b'Gardner CCSD 72C'
b'GARDNER EDGERTON',b'Kansas',2006420.0,20091.0,b'Gardner Edgerton'
b'GARDNER S WILMINGTON TWP HSD 73',b'Illinois',1716260.0,17063.0,b'Gardner S Wilmington Twp HSD 73'
b'GARFIELD',b'Montana',3000034.0,30033.0,b'Garfield'
b'GARFIELD COUNTY H S',b'Montana',3011880.0,30033.0,b'Garfield County H S'
b'GARFIELD DISTRICT',b'Utah',4900300.0,49017.0,b'Garfield District'
b'GARFIELD ELEMENTARY',b'California',614910.0,6023.0,b'Garfield Elementary'
b'GARFIELD HEIGHTS CITY SCHOOLS',b'Ohio',3904404.0,39035.0,b'Garfield Heights City Schools'
b'GARFIELD PUBLIC SCHOOL DISTRICT',b'New Jersey',3405760.0,34003.0,b'Garfield Public School District'
b'GARFIELD SCHOOL DISTRICT',b'Washington',5303000.0,53075.0,b'Garfield School District'
b'GARFIELD SCHOOL DISTRICT NO. RE-2',b'Colorado',806240.0,8045.0,b'Garfield School District No. Re-2'
b'GARLAND ISD',b'Texas',4820340.0,48113.0,b'GARLAND ISD'
b'GARNER ISD',b'Texas',4820370.0,48367.0,b'GARNER ISD'
b'GARNER-HAYFIELD-VENTURA COMM SCHOOL DISTRICT',b'Iowa',1912330.0,19081.0,b'Garner-Hayfield-Ventura Comm School District'
b'GARNET VALLEY SD',b'Pennsylvania',4210590.0,42045.0,b'Garnet Valley SD'
b'GARNETT',b'Kansas',2006450.0,20003.0,b'Garnett'
b'GARRARD COUNTY',b'Kentucky',2102160.0,21079.0,b'Garrard County'
b'GARRETSON SCHOOL DISTRICT 49-4',b'South Dakota',4626370.0,46099.0,b'Garretson School District 49-4'
b'GARRETT COUNTY PUBLIC SCHOOLS',b'Maryland',2400360.0,24023.0,b'Garrett County Public Schools'
b'GARRETT-KEYSER-BUTLER COM SCH CORP',b'Indiana',1803840.0,18033.0,b'Garrett-Keyser-Butler Com Sch Corp'
b'GARRISON 51',b'North Dakota',3807590.0,38055.0,b'GARRISON 51'
b'GARRISON ELEM',b'Montana',3021480.0,30077.0,b'Garrison Elem'
b'GARRISON ISD',b'Texas',4820400.0,48347.0,b'GARRISON ISD'
b'GARRISON UNION FREE SCHOOL DISTRICT',b'New York',3611860.0,36079.0,b'GARRISON UNION FREE SCHOOL DISTRICT'
b'GARVEY ELEMENTARY',b'California',614940.0,6037.0,b'Garvey Elementary'
b'GARVEY/ALLEN VISUAL & PERF ARTS ACAD FOR STEM DIST',b'CALIFORNIA',602511.0,6065.0,b'Garvey/Allen Visual & Performing Arts Academy for STEM DIST'
b'GARWOOD BORO',b'New Jersey',3405790.0,34039.0,b'Garwood Boro'
b'GARY COMMUNITY SCHOOL CORP',b'Indiana',1803870.0,18089.0,b'Gary Community School Corp'
b'GARY ISD',b'Texas',4820460.0,48365.0,b'GARY ISD'
b'GARY LIGHTHOUSE CHARTER SCHOOL',b'Indiana',1800052.0,18089.0,b'Gary Lighthouse Charter School'
b'GARY MIDDLE COLLEGE',b'Indiana',1800102.0,18097.0,b'Gary Middle College'
b'GASCONADE C-4',b'Missouri',2912720.0,29105.0,b'GASCONADE C-4'
b'GASCONADE CO. R-I',b'Missouri',2914280.0,29073.0,b'GASCONADE CO. R-I'
b'GASCONADE CO. R-II',b'Missouri',2923340.0,29073.0,b'GASCONADE CO. R-II'
b'GASTON COUNTY SCHOOLS',b'North Carolina',3701620.0,37071.0,b'Gaston County Schools'
b'GASTON SD 511J',b'Oregon',4105430.0,41067.0,b'Gaston SD 511J'
b'GATE CITY CHARTER ACADEMY',b'NORTH CAROLINA',3700408.0,37081.0,b'Gate City Charter Academy'
b'GATE CITY CHARTER SCHOOL FOR THE ARTS',b'New Hampshire',3303299.0,33011.0,b'Gate City Charter School For the Arts District'
b'GATES CHILI CENTRAL SCHOOL DISTRICT',b'New York',3611880.0,36055.0,b'GATES CHILI CENTRAL SCHOOL DISTRICT'
b'GATES COUNTY SCHOOLS',b'North Carolina',3701680.0,37073.0,b'Gates County Schools'
b'GATESVILLE ISD',b'Texas',4820500.0,48099.0,b'GATESVILLE ISD'
b'GATEWAY',b'Massachusetts',2505160.0,25015.0,b'Gateway'
b'GATEWAY CHARTER ACADEMY',b'Texas',4800184.0,48113.0,b'GATEWAY CHARTER ACADEMY'
b'GATEWAY CHARTER SCHOOL',b'Delaware',1000052.0,10003.0,b'Gateway Lab School'
b'GATEWAY COLLEGE AND CAREER ACADEMY DISTRICT',b'CALIFORNIA',602008.0,6065.0,b'Gateway College and Career Academy District'
b'GATEWAY HIGH DISTRICT',b'CALIFORNIA',602426.0,6075.0,b'Gateway High District'
b'GATEWAY INTERNATIONAL DISTRICT',b'CALIFORNIA',602034.0,6067.0,b'Gateway International District'
b'GATEWAY MIDDLE DISTRICT',b'CALIFORNIA',601861.0,6075.0,b'Gateway Middle District'
b'GATEWAY PREPARATORY ACADEMY',b'Utah',4900122.0,49021.0,b'Gateway Preparatory Academy'
b'GATEWAY REGIONAL HIGH SCHOOL DISTRICT',b'New Jersey',3405820.0,34015.0,b'Gateway Regional High School District'
b'GATEWAY SCIENCE ACAD/ST LOUIS',b'Missouri',2900592.0,29510.0,b'GATEWAY SCIENCE ACAD/ST LOUIS'
b'GATEWAY SD',b'Pennsylvania',4210620.0,42003.0,b'Gateway SD'
b'GATEWAY STEM ACADEMY',b'MINNESOTA',2700445.0,27037.0,b'Gateway STEM Academy'
b'GATEWAY TO SUCCESS ACADEMY',b'MICHIGAN',2601097.0,26105.0,b'Gateway To Success Academy'
b'GATEWAY UNIFIED',b'California',614950.0,6089.0,b'Gateway Unified'
b'GATHERING WATERS CHARTER SCHOOL',b'NEW HAMPSHIRE',3303318.0,33005.0,b'Gathering Waters Charter School'
b'GAUSE ISD',b'Texas',4820520.0,48331.0,b'GAUSE ISD'
b'GAVIN SD 37',b'Illinois',1716290.0,17097.0,b'Gavin SD 37'
b'GAYLORD COMMUNITY SCHOOLS',b'Michigan',2615730.0,26137.0,b'Gaylord Community Schools'
b'GAYVILLE-VOLIN SCHOOL DISTRICT 63-1',b'South Dakota',4626490.0,46135.0,b'Gayville-Volin School District 63-1'
b'GAZELLE UNION ELEMENTARY',b'California',614970.0,6093.0,b'Gazelle Union Elementary'
b'GEARY',b'Oklahoma',4012570.0,40011.0,b'GEARY'
b'GEARY COUNTY SCHOOLS',b'Kansas',2007890.0,20061.0,b'Geary County Schools'
b'GEFF CCSD 14',b'Illinois',1716320.0,17191.0,b'Geff CCSD 14'
b'GEIST MONTESSORI ACADEMY',b'Indiana',1800061.0,18059.0,b'Geist Montessori Academy'
b'GEM CHARTER SCHOOL INC. (6372)',b'Arizona',400145.0,4013.0,b'Gem Charter School Inc. (6372)'
b'GEM CITY CAREER PREP HIGH SCHOOL',b'Ohio',3900448.0,39113.0,b'Gem City Career Prep High School'
b'GEM PREP: MERIDIAN LLC',b'IDAHO',1600179.0,16001.0,b'GEM PREP: MERIDIAN LLC'
b'GEM PREP: MERIDIAN NORTH LLC',b'IDAHO',1600196.0,16001.0,b'GEM PREP: MERIDIAN NORTH LLC'
b'GEM PREP: MERIDIAN SOUTH LLC',b'IDAHO',1600201.0,16001.0,b'GEM PREP: MERIDIAN SOUTH LLC'
b'GEM PREP: NAMPA LLC',b'IDAHO',1600205.0,16027.0,b'GEM PREP: NAMPA LLC'
b'GEM PREP: ONLINE LLC',b'IDAHO',1600172.0,16001.0,b'GEM PREP: ONLINE LLC'
b'GEM PREP: POCATELLO LLC',b'IDAHO',1600177.0,16005.0,b'GEM PREP: POCATELLO LLC'
b'GEN GEORGE PATTON SD 133',b'Illinois',1730900.0,17031.0,b'Gen George Patton SD 133'
b'GENERAL BROWN CENTRAL SCHOOL DISTRICT',b'New York',3611910.0,36045.0,b'GENERAL BROWN CENTRAL SCHOOL DISTRICT'
b'GENERAL MCLANE SD',b'Pennsylvania',4210650.0,42049.0,b'General McLane SD'
b'GENERAL SHAFTER ELEMENTARY',b'California',615000.0,6029.0,b'General Shafter Elementary'
b'GENESEE COMMUNITY CHARTER SCHOOL',b'New York',3600029.0,36055.0,b'GENESEE COMMUNITY CHARTER SCHOOL'
b'GENESEE ISD',b'Michigan',2680400.0,26049.0,b'Genesee ISD'
b'GENESEE JOINT DISTRICT',b'Idaho',1601200.0,16057.0,b'GENESEE JOINT DISTRICT'
b'GENESEE SCHOOL DISTRICT',b'Michigan',2615750.0,26049.0,b'Genesee School District'
b'GENESEE STEM ACADEMY',b'Michigan',2601039.0,26049.0,b'Genesee STEM Academy'
b'GENESEE VALLEY BOCES',b'New York',3680460.0,36037.0,b'GENESEE VALLEY BOCES'
b'GENESEE VALLEY CENTRAL SCHOOL DISTRICT',b'New York',3600017.0,36003.0,b'GENESEE VALLEY CENTRAL SCHOOL DISTRICT'
b'GENESEO CENTRAL SCHOOL DISTRICT',b'New York',3611940.0,36051.0,b'GENESEO CENTRAL SCHOOL DISTRICT'
b'GENESEO CUSD 228',b'Illinois',1716350.0,17073.0,b'Geneseo CUSD 228'
b'GENESIS PROGRAM INC. (4332)',b'Arizona',400124.0,4013.0,b'Genesis Program Inc. (4332)'
b'GENESIS SCHOOL INC.',b'Missouri',2900016.0,29095.0,b'GENESIS SCHOOL INC.'
b'GENEVA AREA CITY',b'Ohio',3904405.0,39007.0,b'Geneva Area City'
b'GENEVA CITY',b'Alabama',101640.0,1061.0,b'Geneva City'
b'GENEVA CITY SCHOOL DISTRICT',b'New York',3611970.0,36069.0,b'GENEVA CITY SCHOOL DISTRICT'
b'GENEVA COUNTY',b'Alabama',101660.0,1061.0,b'Geneva County'
b'GENEVA CUSD 304',b'Illinois',1716380.0,17089.0,b'Geneva CUSD 304'
b'GENEVA J4 SCHOOL DISTRICT',b'Wisconsin',5505100.0,55127.0,b'Geneva J4 School District'
b'GENOA AREA LOCAL',b'Ohio',3904894.0,39123.0,b'Genoa Area Local'
b'GENOA CENTRAL SCHOOL DISTRICT',b'Arkansas',504110.0,5091.0,b'GENOA CENTRAL SCHOOL DISTRICT'
b'GENOA CITY J2 SCHOOL DISTRICT',b'Wisconsin',5505130.0,55127.0,b'Genoa City J2 School District'
b'GENOA KINGSTON CUSD 424',b'Illinois',1716410.0,17037.0,b'Genoa Kingston CUSD 424'
b'GENOA-HUGO SCHOOL DISTRICT NO. C-113',b'Colorado',804740.0,8073.0,b'Genoa-Hugo School District No. C-113'
b'GENTRY ACADEMY CHARTER SCHOOL',b'MINNESOTA',2700468.0,27123.0,b'Gentry Academy Charter School'
b'GENTRY SCHOOL DISTRICT',b'Arkansas',506540.0,5007.0,b'GENTRY SCHOOL DISTRICT'
b'GEO NEXT GENERATION ACADEMY',b'INDIANA',1800219.0,18097.0,b'GEO Next Generation Academy'
b'GEO NEXT GENERATION HIGH SCHOOL',b'LOUISIANA',2200313.0,22033.0,b'GEO Next Generation High School'
b'GEO PREP ACADEMY OF GREATER BATON ROUGE',b'LOUISIANA',2200230.0,22033.0,b'GEO Prep Academy of Greater Baton Rouge'
b'GEO PREP MID-CITY OF GREATER BATON ROUGE',b'LOUISIANA',2200298.0,22033.0,b'GEO Prep Mid-City of Greater Baton Rouge'
b'GEORGE CO SCHOOL DIST',b'Mississippi',2801560.0,28039.0,b'GEORGE CO SCHOOL DIST'
b'GEORGE CROCKETT ACADEMY',b'Michigan',2600224.0,26163.0,b'George Crockett Academy'
b'GEORGE GERVIN ACADEMY',b'Texas',4800014.0,48029.0,b'GEORGE GERVIN ACADEMY'
b'GEORGE GERVIN YOUTH CENTER INC. (90884)',b'Arizona',400876.0,4013.0,b'George Gervin Youth Center Inc. (90884)'
b'GEORGE I SANCHEZ CHARTER',b'Texas',4800020.0,48201.0,b'GEORGE I SANCHEZ CHARTER'
b'GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT',b'New York',3615030.0,36109.0,b'GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT'
b'GEORGE WASHINGTON ACADEMY',b'Utah',4900046.0,49053.0,b'George Washington Academy'
b'GEORGE WASHINGTON CARVER ACADEMY',b'Michigan',2600249.0,26163.0,b'George Washington Carver Academy'
b'GEORGE WEST ISD',b'Texas',4820550.0,48297.0,b'GEORGE WEST ISD'
b'GEORGE-LITTLE ROCK COMM SCHOOL DISTRICT',b'Iowa',1912480.0,19119.0,b'George-Little Rock Comm School District'
b'GEORGETOWN',b'Massachusetts',2505220.0,25009.0,b'Georgetown'
b'GEORGETOWN 01',b'South Carolina',4502280.0,45043.0,b'Georgetown 01'
b'GEORGETOWN EXEMPTED VILLAGE',b'Ohio',3904537.0,39015.0,b'Georgetown Exempted Village'
b'GEORGETOWN ISD',b'Texas',4820600.0,48491.0,b'GEORGETOWN ISD'
b'GEORGETOWN PUBLIC SCHOOLS',b'Maine',2305970.0,23015.0,b'Georgetown Public Schools'
b'GEORGETOWN-RIDGE FARM CUD 4',b'Illinois',1700092.0,17183.0,b'Georgetown-Ridge Farm CUD 4'
b'GEORGIA SCHOOL DISTRICT',b'Vermont',5004140.0,50011.0,b'Georgia School District'
b'GERALDINE K-12',b'Montana',3012210.0,30015.0,b'Geraldine K-12'
